ID,x,y,z
6006,2579.0,3624.0,0.0
6007,2579.0,9733.0,0.0
6008,2579.0,3948.0,0.0
6009,2580.0,6982.0,0.0
6010,2580.0,3971.0,0.0
6011,2580.0,7290.0,0.0
6012,2580.0,1896.0,0.0
6013,2580.0,559.0,0.0
6014,2582.0,9846.0,0.0
6015,2582.0,6507.0,0.0
6016,2582.0,5305.0,0.0
6017,2582.0,4407.0,0.0
6018,2582.0,580.0,0.0
6019,2583.0,938.0,0.0
6020,2583.0,8922.0,0.0
6021,2583.0,5286.0,0.0
6022,2584.0,4478.0,0.0
6023,2584.0,3151.0,0.0
6024,2584.0,2336.0,0.0
6025,2584.0,3307.0,0.0
6026,2585.0,9674.0,0.0
6027,2585.0,5408.0,0.0
6028,2585.0,1839.0,0.0
6029,2586.0,7338.0,0.0
6030,2587.0,9269.0,0.0
6031,2588.0,6179.0,0.0
6032,2588.0,1507.0,0.0
6033,2589.0,9529.0,0.0
6034,2589.0,1926.0,0.0
6035,2589.0,4230.0,0.0
6036,2589.0,4250.0,0.0
6037,2590.0,3472.0,0.0
6038,2590.0,1872.0,0.0
6039,2591.0,2353.0,0.0
6040,2591.0,9386.0,0.0
6041,2592.0,2684.0,0.0
6042,2592.0,388.0,0.0
6043,2592.0,7498.0,0.0
6044,2593.0,2199.0,0.0
6045,2594.0,2259.0,0.0
6046,2594.0,6906.0,0.0
6047,2595.0,8988.0,0.0
6048,2595.0,3918.0,0.0
6049,2596.0,9720.0,0.0
6050,2596.0,2392.0,0.0
6051,2596.0,2371.0,0.0
6052,2597.0,3855.0,0.0
6053,2597.0,9648.0,0.0
6054,2598.0,6651.0,0.0
6055,2599.0,6498.0,0.0
6056,2599.0,9198.0,0.0
6057,2599.0,2523.0,0.0
6058,2599.0,2452.0,0.0
6059,2600.0,3505.0,0.0
6060,2600.0,1533.0,0.0
6061,2601.0,6452.0,0.0
6062,2601.0,2315.0,0.0
6063,2601.0,3423.0,0.0
6064,2601.0,2945.0,0.0
6065,2602.0,2850.0,0.0
6066,2603.0,7202.0,0.0
6067,2603.0,2331.0,0.0
6068,2603.0,5484.0,0.0
6069,2604.0,4164.0,0.0
6070,2604.0,890.0,0.0
6071,2604.0,4086.0,0.0
6072,2605.0,2430.0,0.0
6073,2605.0,9709.0,0.0
6074,2605.0,7318.0,0.0
6075,2606.0,6185.0,0.0
6076,2606.0,1618.0,0.0
6077,2607.0,4261.0,0.0
6078,2608.0,2406.0,0.0
6079,2609.0,1576.0,0.0
6080,2609.0,5437.0,0.0
6081,2609.0,6091.0,0.0
6082,2610.0,2284.0,0.0
6083,2610.0,1426.0,0.0
6084,2611.0,5009.0,0.0
6085,2611.0,2260.0,0.0
6086,2611.0,4991.0,0.0
6087,2611.0,229.0,0.0
6088,2612.0,9698.0,0.0
6089,2612.0,8566.0,0.0
6090,2613.0,8904.0,0.0
6091,2614.0,2237.0,0.0
6092,2614.0,5045.0,0.0
6093,2615.0,3732.0,0.0
6094,2615.0,5391.0,0.0
6095,2615.0,5358.0,0.0
6096,2616.0,1943.0,0.0
6097,2616.0,9386.0,0.0
6098,2616.0,4908.0,0.0
6099,2616.0,7706.0,0.0
6100,2617.0,2869.0,0.0
6101,2617.0,4400.0,0.0
6102,2618.0,2827.0,0.0
6103,2618.0,2591.0,0.0
6104,2619.0,2458.0,0.0
6105,2619.0,4881.0,0.0
6106,2620.0,9091.0,0.0
6107,2620.0,3944.0,0.0
6108,2620.0,8745.0,0.0
6109,2621.0,1050.0,0.0
6110,2622.0,823.0,0.0
6111,2622.0,1546.0,0.0
6112,2622.0,8509.0,0.0
6113,2623.0,7290.0,0.0
6114,2623.0,842.0,0.0
6115,2624.0,9910.0,0.0
6116,2624.0,8849.0,0.0
6117,2624.0,9171.0,0.0
6118,2624.0,4635.0,0.0
6119,2624.0,1406.0,0.0
6120,2624.0,4010.0,0.0
6121,2625.0,6422.0,0.0
6122,2625.0,2310.0,0.0
6123,2625.0,1436.0,0.0
6124,2625.0,8575.0,0.0
6125,2625.0,4116.0,0.0
6126,2626.0,2176.0,0.0
6127,2626.0,718.0,0.0
6128,2626.0,2514.0,0.0
6129,2627.0,2034.0,0.0
6130,2627.0,7199.0,0.0
6131,2628.0,4976.0,0.0
6132,2628.0,5224.0,0.0
6133,2628.0,1461.0,0.0
6134,2629.0,4999.0,0.0
6135,2629.0,7886.0,0.0
6136,2629.0,2782.0,0.0
6137,2630.0,9698.0,0.0
6138,2630.0,8460.0,0.0
6139,2630.0,579.0,0.0
6140,2631.0,2267.0,0.0
6141,2631.0,3282.0,0.0
6142,2631.0,737.0,0.0
6143,2631.0,2853.0,0.0
6144,2632.0,3685.0,0.0
6145,2633.0,3541.0,0.0
6146,2633.0,9674.0,0.0
6147,2634.0,5482.0,0.0
6148,2635.0,9756.0,0.0
6149,2636.0,2247.0,0.0
6150,2636.0,4444.0,0.0
6151,2637.0,4474.0,0.0
6152,2637.0,2927.0,0.0
6153,2637.0,2161.0,0.0
6154,2637.0,4584.0,0.0
6155,2638.0,8833.0,0.0
6156,2638.0,4462.0,0.0
6157,2638.0,5097.0,0.0
6158,2638.0,1587.0,0.0
6159,2639.0,2559.0,0.0
6160,2639.0,5458.0,0.0
6161,2639.0,5126.0,0.0
6162,2639.0,6216.0,0.0
6163,2639.0,1774.0,0.0
6164,2640.0,2617.0,0.0
6165,2641.0,3602.0,0.0
6166,2641.0,9503.0,0.0
6167,2641.0,1725.0,0.0
6168,2641.0,2415.0,0.0
6169,2641.0,3627.0,0.0
6170,2641.0,5138.0,0.0
6171,2642.0,5154.0,0.0
6172,2642.0,2591.0,0.0
6173,2642.0,7573.0,0.0
6174,2643.0,4052.0,0.0
6175,2644.0,4413.0,0.0
6176,2644.0,4077.0,0.0
6177,2644.0,1388.0,0.0
6178,2644.0,2820.0,0.0
6179,2645.0,4105.0,0.0
6180,2645.0,7554.0,0.0
6181,2645.0,8574.0,0.0
6182,2645.0,1085.0,0.0
6183,2646.0,2870.0,0.0
6184,2647.0,8458.0,0.0
6185,2647.0,7194.0,0.0
6186,2647.0,4033.0,0.0
6187,2647.0,5038.0,0.0
6188,2648.0,2696.0,0.0
6189,2648.0,8864.0,0.0
6190,2648.0,3144.0,0.0
6191,2649.0,5004.0,0.0
6192,2650.0,603.0,0.0
6193,2650.0,4980.0,0.0
6194,2650.0,6564.0,0.0
6195,2651.0,5021.0,0.0
6196,2651.0,2137.0,0.0
6197,2651.0,4139.0,0.0
6198,2651.0,6006.0,0.0
6199,2652.0,1408.0,0.0
6200,2652.0,2509.0,0.0
6201,2654.0,675.0,0.0
6202,2654.0,9685.0,0.0
6203,2654.0,3780.0,0.0
6204,2655.0,695.0,0.0
6205,2655.0,4175.0,0.0
6206,2655.0,1224.0,0.0
6207,2655.0,1110.0,0.0
6208,2655.0,3189.0,0.0
6209,2656.0,1427.0,0.0
6210,2657.0,5083.0,0.0
6211,2657.0,5067.0,0.0
6212,2657.0,1644.0,0.0
6213,2657.0,4208.0,0.0
6214,2658.0,8526.0,0.0
6215,2658.0,1568.0,0.0
6216,2658.0,3741.0,0.0
6217,2659.0,9359.0,0.0
6218,2659.0,9545.0,0.0
6219,2659.0,4224.0,0.0
6220,2659.0,2395.0,0.0
6221,2660.0,5100.0,0.0
6222,2660.0,2156.0,0.0
6223,2661.0,2241.0,0.0
6224,2661.0,5049.0,0.0
6225,2661.0,9729.0,0.0
6226,2661.0,6862.0,0.0
6227,2661.0,2840.0,0.0
6228,2661.0,1450.0,0.0
6229,2662.0,2881.0,0.0
6230,2662.0,1761.0,0.0
6231,2662.0,9220.0,0.0
6232,2663.0,2930.0,0.0
6233,2663.0,3266.0,0.0
6234,2663.0,1819.0,0.0
6235,2664.0,8419.0,0.0
6236,2665.0,5033.0,0.0
6237,2666.0,4072.0,0.0
6238,2666.0,2050.0,0.0
6239,2667.0,7835.0,0.0
6240,2667.0,4125.0,0.0
6241,2667.0,502.0,0.0
6242,2667.0,7270.0,0.0
6243,2668.0,2725.0,0.0
6244,2668.0,9665.0,0.0
6245,2668.0,5906.0,0.0
6246,2669.0,2903.0,0.0
6247,2669.0,7639.0,0.0
6248,2669.0,2220.0,0.0
6249,2670.0,2499.0,0.0
6250,2670.0,2582.0,0.0
6251,2671.0,1908.0,0.0
6252,2672.0,4932.0,0.0
6253,2673.0,9460.0,0.0
6254,2673.0,2430.0,0.0
6255,2674.0,2858.0,0.0
6256,2674.0,8561.0,0.0
6257,2675.0,6920.0,0.0
6258,2676.0,7680.0,0.0
6259,2677.0,3081.0,0.0
6260,2677.0,5887.0,0.0
6261,2677.0,8911.0,0.0
6262,2677.0,4191.0,0.0
6263,2677.0,7302.0,0.0
6264,2677.0,7000.0,0.0
6265,2678.0,2521.0,0.0
6266,2678.0,2546.0,0.0
6267,2678.0,4169.0,0.0
6268,2678.0,6236.0,0.0
6269,2678.0,4212.0,0.0
6270,2679.0,4654.0,0.0
6271,2679.0,3751.0,0.0
6272,2680.0,3788.0,0.0
6273,2680.0,2067.0,0.0
6274,2681.0,1805.0,0.0
6275,2681.0,2202.0,0.0
6276,2682.0,5823.0,0.0
6277,2683.0,7233.0,0.0
6278,2683.0,3222.0,0.0
6279,2683.0,2886.0,0.0
6280,2683.0,4514.0,0.0
6281,2684.0,2875.0,0.0
6282,2684.0,623.0,0.0
6283,2684.0,2558.0,0.0
6284,2684.0,7959.0,0.0
6285,2685.0,8651.0,0.0
6286,2685.0,8582.0,0.0
6287,2686.0,7125.0,0.0
6288,2686.0,6451.0,0.0
6289,2686.0,2482.0,0.0
6290,2686.0,4026.0,0.0
6291,2686.0,7710.0,0.0
6292,2687.0,8383.0,0.0
6293,2688.0,1757.0,0.0
6294,2689.0,6113.0,0.0
6295,2689.0,1579.0,0.0
6296,2689.0,2596.0,0.0
6297,2689.0,2057.0,0.0
6298,2689.0,1551.0,0.0
6299,2690.0,9257.0,0.0
6300,2691.0,8355.0,0.0
6301,2691.0,4761.0,0.0
6302,2692.0,8527.0,0.0
6303,2693.0,2320.0,0.0
6304,2693.0,9357.0,0.0
6305,2694.0,9334.0,0.0
6306,2694.0,5122.0,0.0
6307,2694.0,7655.0,0.0
6308,2694.0,9897.0,0.0
6309,2694.0,8546.0,0.0
6310,2695.0,8313.0,0.0
6311,2696.0,473.0,0.0
6312,2696.0,2225.0,0.0
6313,2696.0,8409.0,0.0
6314,2697.0,9945.0,0.0
6315,2697.0,3074.0,0.0
6316,2698.0,2865.0,0.0
6317,2698.0,4127.0,0.0
6318,2699.0,1774.0,0.0
6319,2700.0,3336.0,0.0
6320,2701.0,9028.0,0.0
6321,2702.0,2911.0,0.0
6322,2702.0,6319.0,0.0
6323,2702.0,9719.0,0.0
6324,2703.0,7803.0,0.0
6325,2703.0,2565.0,0.0
6326,2704.0,5836.0,0.0
6327,2705.0,9549.0,0.0
6328,2705.0,7719.0,0.0
6329,2705.0,4692.0,0.0
6330,2705.0,7610.0,0.0
6331,2705.0,5722.0,0.0
6332,2706.0,7088.0,0.0
6333,2707.0,8334.0,0.0
6334,2707.0,4899.0,0.0
6335,2707.0,670.0,0.0
6336,2708.0,2176.0,0.0
6337,2708.0,1000.0,0.0
6338,2708.0,8566.0,0.0
6339,2710.0,9366.0,0.0
6340,2710.0,6052.0,0.0
6341,2710.0,6012.0,0.0
6342,2710.0,4674.0,0.0
6343,2710.0,5611.0,0.0
6344,2711.0,9652.0,0.0
6345,2712.0,2288.0,0.0
6346,2715.0,4762.0,0.0
6347,2715.0,4092.0,0.0
6348,2715.0,4069.0,0.0
6349,2715.0,7361.0,0.0
6350,2715.0,8303.0,0.0
6351,2715.0,9678.0,0.0
6352,2716.0,1491.0,0.0
6353,2716.0,4785.0,0.0
6354,2716.0,4637.0,0.0
6355,2717.0,4206.0,0.0
6356,2717.0,369.0,0.0
6357,2717.0,7821.0,0.0
6358,2717.0,391.0,0.0
6359,2718.0,6403.0,0.0
6360,2718.0,9430.0,0.0
6361,2718.0,4448.0,0.0
6362,2718.0,2352.0,0.0
6363,2719.0,1831.0,0.0
6364,2719.0,4664.0,0.0
6365,2720.0,8318.0,0.0
6366,2720.0,8291.0,0.0
6367,2720.0,8987.0,0.0
6368,2721.0,9472.0,0.0
6369,2721.0,4709.0,0.0
6370,2721.0,1726.0,0.0
6371,2722.0,4407.0,0.0
6372,2722.0,2886.0,0.0
6373,2722.0,867.0,0.0
6374,2723.0,8754.0,0.0
6375,2723.0,7155.0,0.0
6376,2726.0,2402.0,0.0
6377,2727.0,7411.0,0.0
6378,2728.0,1304.0,0.0
6379,2728.0,8353.0,0.0
6380,2728.0,8389.0,0.0
6381,2728.0,9380.0,0.0
6382,2729.0,4277.0,0.0
6383,2730.0,7754.0,0.0
6384,2730.0,8971.0,0.0
6385,2730.0,593.0,0.0
6386,2731.0,3408.0,0.0
6387,2732.0,4336.0,0.0
6388,2732.0,7214.0,0.0
6389,2732.0,1418.0,0.0
6390,2732.0,9957.0,0.0
6391,2732.0,2779.0,0.0
6392,2733.0,1476.0,0.0
6393,2733.0,2077.0,0.0
6394,2733.0,6139.0,0.0
6395,2733.0,8464.0,0.0
6396,2734.0,8434.0,0.0
6397,2735.0,9040.0,0.0
6398,2736.0,9697.0,0.0
6399,2736.0,7261.0,0.0
6400,2736.0,6978.0,0.0
6401,2736.0,4621.0,0.0
6402,2737.0,4447.0,0.0
6403,2738.0,6864.0,0.0
6404,2739.0,4731.0,0.0
6405,2740.0,5108.0,0.0
6406,2740.0,4605.0,0.0
6407,2740.0,2172.0,0.0
6408,2741.0,6039.0,0.0
6409,2741.0,2039.0,0.0
6410,2741.0,4644.0,0.0
6411,2742.0,4469.0,0.0
6412,2742.0,3528.0,0.0
6413,2742.0,4434.0,0.0
6414,2743.0,4707.0,0.0
6415,2743.0,3358.0,0.0
6416,2743.0,1457.0,0.0
6417,2743.0,4419.0,0.0
6418,2743.0,1969.0,0.0
6419,2744.0,1178.0,0.0
6420,2744.0,4281.0,0.0
6421,2744.0,574.0,0.0
6422,2745.0,5519.0,0.0
6423,2745.0,2915.0,0.0
6424,2745.0,230.0,0.0
6425,2746.0,8980.0,0.0
6426,2747.0,4385.0,0.0
6427,2748.0,795.0,0.0
6428,2749.0,1427.0,0.0
6429,2750.0,6884.0,0.0
6430,2750.0,2820.0,0.0
6431,2751.0,8361.0,0.0
6432,2751.0,7959.0,0.0
6433,2751.0,1834.0,0.0
6434,2752.0,9228.0,0.0
6435,2752.0,7854.0,0.0
6436,2753.0,4568.0,0.0
6437,2753.0,8415.0,0.0
6438,2753.0,9718.0,0.0
6439,2754.0,4853.0,0.0
6440,2754.0,432.0,0.0
6441,2754.0,4487.0,0.0
6442,2754.0,2764.0,0.0
6443,2756.0,4756.0,0.0
6444,2756.0,4594.0,0.0
6445,2758.0,529.0,0.0
6446,2758.0,1622.0,0.0
6447,2758.0,1153.0,0.0
6448,2758.0,4045.0,0.0
6449,2759.0,902.0,0.0
6450,2759.0,1561.0,0.0
6451,2759.0,3349.0,0.0
6452,2760.0,1520.0,0.0
6453,2761.0,5430.0,0.0
6454,2761.0,1333.0,0.0
6455,2761.0,4440.0,0.0
6456,2762.0,4692.0,0.0
6457,2762.0,6773.0,0.0
6458,2763.0,1189.0,0.0
6459,2763.0,4622.0,0.0
6460,2764.0,5240.0,0.0
6461,2764.0,7600.0,0.0
6462,2766.0,4782.0,0.0
6463,2766.0,9688.0,0.0
6464,2767.0,8548.0,0.0
6465,2767.0,1282.0,0.0
6466,2767.0,8628.0,0.0
6467,2767.0,2039.0,0.0
6468,2768.0,4721.0,0.0
6469,2768.0,8487.0,0.0
6470,2768.0,5272.0,0.0
6471,2769.0,1313.0,0.0
6472,2769.0,9496.0,0.0
6473,2769.0,1736.0,0.0
6474,2769.0,4499.0,0.0
6475,2770.0,685.0,0.0
6476,2770.0,6293.0,0.0
6477,2771.0,227.0,0.0
6478,2771.0,4542.0,0.0
6479,2773.0,4581.0,0.0
6480,2774.0,5773.0,0.0
6481,2774.0,4884.0,0.0
6482,2775.0,8515.0,0.0
6483,2776.0,5223.0,0.0
6484,2776.0,4993.0,0.0
6485,2777.0,6849.0,0.0
6486,2777.0,8681.0,0.0
6487,2778.0,4962.0,0.0
6488,2778.0,1925.0,0.0
6489,2778.0,3951.0,0.0
6490,2779.0,5437.0,0.0
6491,2779.0,1756.0,0.0
6492,2779.0,8573.0,0.0
6493,2780.0,2078.0,0.0
6494,2781.0,2199.0,0.0
6495,2781.0,5323.0,0.0
6496,2781.0,3779.0,0.0
6497,2781.0,4764.0,0.0
6498,2782.0,4663.0,0.0
6499,2782.0,7195.0,0.0
6500,2783.0,7025.0,0.0
6501,2783.0,462.0,0.0
6502,2784.0,5122.0,0.0
6503,2784.0,2959.0,0.0
6504,2785.0,9479.0,0.0
6505,2785.0,5555.0,0.0
6506,2786.0,440.0,0.0
6507,2786.0,5085.0,0.0
6508,2786.0,1519.0,0.0
6509,2786.0,7694.0,0.0
6510,2786.0,5515.0,0.0
6511,2789.0,3523.0,0.0
6512,2789.0,1732.0,0.0
6513,2789.0,4630.0,0.0
6514,2789.0,8662.0,0.0
6515,2790.0,5059.0,0.0
6516,2790.0,5791.0,0.0
6517,2790.0,6186.0,0.0
6518,2791.0,1778.0,0.0
6519,2791.0,4478.0,0.0
6520,2791.0,9300.0,0.0
6521,2792.0,4851.0,0.0
6522,2792.0,1272.0,0.0
6523,2793.0,4402.0,0.0
6524,2793.0,4990.0,0.0
6525,2794.0,8279.0,0.0
6526,2794.0,3730.0,0.0
6527,2795.0,2844.0,0.0
6528,2795.0,4600.0,0.0
6529,2795.0,779.0,0.0
6530,2796.0,7100.0,0.0
6531,2796.0,8580.0,0.0
6532,2796.0,3583.0,0.0
6533,2797.0,8054.0,0.0
6534,2797.0,233.0,0.0
6535,2797.0,4771.0,0.0
6536,2798.0,759.0,0.0
6537,2798.0,1396.0,0.0
6538,2799.0,3974.0,0.0
6539,2800.0,4949.0,0.0
6540,2800.0,3490.0,0.0
6541,2801.0,7291.0,0.0
6542,2801.0,688.0,0.0
6543,2802.0,7521.0,0.0
6544,2802.0,2149.0,0.0
6545,2803.0,1364.0,0.0
6546,2804.0,6425.0,0.0
6547,2804.0,2780.0,0.0
6548,2804.0,8413.0,0.0
6549,2805.0,1412.0,0.0
6550,2806.0,4029.0,0.0
6551,2807.0,1891.0,0.0
6552,2807.0,2226.0,0.0
6553,2807.0,6096.0,0.0
6554,2808.0,5824.0,0.0
6555,2808.0,5653.0,0.0
6556,2808.0,9074.0,0.0
6557,2808.0,7921.0,0.0
6558,2809.0,8529.0,0.0
6559,2809.0,8356.0,0.0
6560,2809.0,8647.0,0.0
6561,2810.0,3250.0,0.0
6562,2810.0,816.0,0.0
6563,2810.0,2171.0,0.0
6564,2811.0,1151.0,0.0
6565,2812.0,3361.0,0.0
6566,2812.0,6758.0,0.0
6567,2812.0,3952.0,0.0
6568,2812.0,8330.0,0.0
6569,2813.0,1762.0,0.0
6570,2813.0,7991.0,0.0
6571,2813.0,1720.0,0.0
6572,2814.0,6215.0,0.0
6573,2814.0,8261.0,0.0
6574,2814.0,8047.0,0.0
6575,2814.0,1779.0,0.0
6576,2815.0,7109.0,0.0
6577,2815.0,9969.0,0.0
6578,2815.0,2915.0,0.0
6579,2815.0,8202.0,0.0
6580,2817.0,7290.0,0.0
6581,2817.0,1976.0,0.0
6582,2817.0,6487.0,0.0
6583,2818.0,4018.0,0.0
6584,2819.0,6554.0,0.0
6585,2819.0,5692.0,0.0
6586,2820.0,4245.0,0.0
6587,2820.0,479.0,0.0
6588,2820.0,4114.0,0.0
6589,2821.0,6191.0,0.0
6590,2821.0,8234.0,0.0
6591,2821.0,5297.0,0.0
6592,2822.0,2180.0,0.0
6593,2822.0,5873.0,0.0
6594,2822.0,2820.0,0.0
6595,2823.0,2077.0,0.0
6596,2823.0,7912.0,0.0
6597,2823.0,2980.0,0.0
6598,2824.0,4860.0,0.0
6599,2824.0,7763.0,0.0
6600,2824.0,3452.0,0.0
6601,2824.0,2958.0,0.0
6602,2824.0,2898.0,0.0
6603,2824.0,9813.0,0.0
6604,2825.0,5432.0,0.0
6605,2825.0,7642.0,0.0
6606,2825.0,3231.0,0.0
6607,2825.0,8949.0,0.0
6608,2826.0,4061.0,0.0
6609,2827.0,8461.0,0.0
6610,2827.0,2199.0,0.0
6611,2827.0,3429.0,0.0
6612,2827.0,5894.0,0.0
6613,2828.0,1073.0,0.0
6614,2828.0,8419.0,0.0
6615,2829.0,741.0,0.0
6616,2829.0,8288.0,0.0
6617,2830.0,7525.0,0.0
6618,2830.0,8490.0,0.0
6619,2832.0,845.0,0.0
6620,2832.0,1024.0,0.0
6621,2832.0,3135.0,0.0
6622,2832.0,7985.0,0.0
6623,2833.0,5726.0,0.0
6624,2833.0,7394.0,0.0
6625,2833.0,1736.0,0.0
6626,2834.0,529.0,0.0
6627,2834.0,8085.0,0.0
6628,2834.0,658.0,0.0
6629,2834.0,509.0,0.0
6630,2835.0,8310.0,0.0
6631,2835.0,9933.0,0.0
6632,2836.0,6324.0,0.0
6633,2837.0,1932.0,0.0
6634,2837.0,2779.0,0.0
6635,2838.0,8359.0,0.0
6636,2838.0,8580.0,0.0
6637,2838.0,9120.0,0.0
6638,2838.0,1790.0,0.0
6639,2838.0,7818.0,0.0
6640,2839.0,8137.0,0.0
6641,2839.0,8879.0,0.0
6642,2840.0,302.0,0.0
6643,2840.0,3763.0,0.0
6644,2841.0,4727.0,0.0
6645,2841.0,7673.0,0.0
6646,2842.0,9890.0,0.0
6647,2843.0,8255.0,0.0
6648,2843.0,6818.0,0.0
6649,2844.0,9078.0,0.0
6650,2845.0,8459.0,0.0
6651,2846.0,1541.0,0.0
6652,2847.0,8712.0,0.0
6653,2848.0,2079.0,0.0
6654,2849.0,8651.0,0.0
6655,2850.0,3461.0,0.0
6656,2850.0,8204.0,0.0
6657,2850.0,2690.0,0.0
6658,2851.0,8441.0,0.0
6659,2853.0,4711.0,0.0
6660,2853.0,2929.0,0.0
6661,2853.0,8396.0,0.0
6662,2853.0,8182.0,0.0
6663,2854.0,5720.0,0.0
6664,2854.0,7104.0,0.0
6665,2855.0,8167.0,0.0
6666,2855.0,8228.0,0.0
6667,2855.0,2722.0,0.0
6668,2857.0,1055.0,0.0
6669,2857.0,8811.0,0.0
6670,2857.0,9045.0,0.0
6671,2858.0,5006.0,0.0
6672,2859.0,1625.0,0.0
6673,2859.0,6992.0,0.0
6674,2861.0,2097.0,0.0
6675,2861.0,8068.0,0.0
6676,2861.0,1681.0,0.0
6677,2862.0,1892.0,0.0
6678,2863.0,7594.0,0.0
6679,2863.0,397.0,0.0
6680,2864.0,7746.0,0.0
6681,2864.0,1091.0,0.0
6682,2864.0,2041.0,0.0
6683,2864.0,6856.0,0.0
6684,2864.0,3766.0,0.0
6685,2864.0,2269.0,0.0
6686,2865.0,8135.0,0.0
6687,2865.0,2680.0,0.0
6688,2866.0,6650.0,0.0
6689,2867.0,8003.0,0.0
6690,2867.0,8842.0,0.0
6691,2867.0,1650.0,0.0
6692,2868.0,650.0,0.0
6693,2868.0,1940.0,0.0
6694,2870.0,851.0,0.0
6695,2870.0,8529.0,0.0
6696,2870.0,2119.0,0.0
6697,2871.0,4240.0,0.0
6698,2872.0,1752.0,0.0
6699,2874.0,2303.0,0.0
6700,2874.0,2020.0,0.0
6701,2874.0,6145.0,0.0
6702,2875.0,2141.0,0.0
6703,2875.0,438.0,0.0
6704,2876.0,2103.0,0.0
6705,2876.0,2169.0,0.0
6706,2876.0,4782.0,0.0
6707,2876.0,5829.0,0.0
6708,2877.0,1689.0,0.0
6709,2877.0,1890.0,0.0
6710,2877.0,7622.0,0.0
6711,2878.0,1964.0,0.0
6712,2878.0,4765.0,0.0
6713,2878.0,936.0,0.0
6714,2879.0,8241.0,0.0
6715,2879.0,9281.0,0.0
6716,2879.0,8951.0,0.0
6717,2880.0,7426.0,0.0
6718,2880.0,7810.0,0.0
6719,2880.0,1987.0,0.0
6720,2884.0,6238.0,0.0
6721,2885.0,1657.0,0.0
6722,2885.0,9591.0,0.0
6723,2885.0,5793.0,0.0
6724,2887.0,3197.0,0.0
6725,2887.0,5844.0,0.0
6726,2887.0,8482.0,0.0
6727,2887.0,8613.0,0.0
6728,2887.0,231.0,0.0
6729,2888.0,6003.0,0.0
6730,2888.0,480.0,0.0
6731,2888.0,5428.0,0.0
6732,2889.0,6597.0,0.0
6733,2889.0,7692.0,0.0
6734,2889.0,8047.0,0.0
6735,2889.0,9224.0,0.0
6736,2889.0,9863.0,0.0
6737,2889.0,1361.0,0.0
6738,2890.0,5034.0,0.0
6739,2890.0,9780.0,0.0
6740,2890.0,2054.0,0.0
6741,2890.0,3520.0,0.0
6742,2890.0,1021.0,0.0
6743,2891.0,1149.0,0.0
6744,2891.0,2626.0,0.0
6745,2891.0,2136.0,0.0
6746,2892.0,6919.0,0.0
6747,2892.0,1116.0,0.0
6748,2893.0,2284.0,0.0
6749,2893.0,8315.0,0.0
6750,2894.0,4181.0,0.0
6751,2894.0,3887.0,0.0
6752,2894.0,8265.0,0.0
6753,2895.0,7572.0,0.0
6754,2895.0,7118.0,0.0
6755,2895.0,1596.0,0.0
6756,2897.0,2239.0,0.0
6757,2898.0,6668.0,0.0
6758,2898.0,2568.0,0.0
6759,2898.0,1921.0,0.0
6760,2898.0,2073.0,0.0
6761,2898.0,3745.0,0.0
6762,2900.0,353.0,0.0
6763,2900.0,2336.0,0.0
6764,2900.0,2099.0,0.0
6765,2900.0,438.0,0.0
6766,2900.0,9319.0,0.0
6767,2901.0,5433.0,0.0
6768,2901.0,5673.0,0.0
6769,2902.0,8251.0,0.0
6770,2902.0,5098.0,0.0
6771,2902.0,9922.0,0.0
6772,2902.0,7180.0,0.0
6773,2902.0,1946.0,0.0
6774,2903.0,2855.0,0.0
6775,2903.0,9247.0,0.0
6776,2903.0,2034.0,0.0
6777,2903.0,2947.0,0.0
6778,2905.0,1751.0,0.0
6779,2905.0,5921.0,0.0
6780,2906.0,3817.0,0.0
6781,2906.0,9940.0,0.0
6782,2906.0,8572.0,0.0
6783,2907.0,466.0,0.0
6784,2907.0,8043.0,0.0
6785,2907.0,3793.0,0.0
6786,2908.0,2903.0,0.0
6787,2908.0,8178.0,0.0
6788,2909.0,8737.0,0.0
6789,2909.0,2595.0,0.0
6790,2909.0,7973.0,0.0
6791,2909.0,8384.0,0.0
6792,2909.0,1274.0,0.0
6793,2910.0,586.0,0.0
6794,2910.0,8061.0,0.0
6795,2910.0,3636.0,0.0
6796,2911.0,1226.0,0.0
6797,2912.0,8520.0,0.0
6798,2913.0,7248.0,0.0
6799,2914.0,1294.0,0.0
6800,2914.0,7935.0,0.0
6801,2914.0,9714.0,0.0
6802,2914.0,738.0,0.0
6803,2915.0,1622.0,0.0
6804,2915.0,9685.0,0.0
6805,2915.0,5574.0,0.0
6806,2915.0,8138.0,0.0
6807,2915.0,6121.0,0.0
6808,2916.0,5597.0,0.0
6809,2916.0,2674.0,0.0
6810,2916.0,5424.0,0.0
6811,2917.0,4960.0,0.0
6812,2917.0,8546.0,0.0
6813,2917.0,2356.0,0.0
6814,2918.0,8762.0,0.0
6815,2918.0,8191.0,0.0
6816,2918.0,230.0,0.0
6817,2919.0,756.0,0.0
6818,2920.0,1013.0,0.0
6819,2922.0,6775.0,0.0
6820,2923.0,8581.0,0.0
6821,2923.0,3779.0,0.0
6822,2924.0,1878.0,0.0
6823,2926.0,7036.0,0.0
6824,2926.0,6976.0,0.0
6825,2928.0,3799.0,0.0
6826,2929.0,2493.0,0.0
6827,2929.0,3659.0,0.0
6828,2929.0,2886.0,0.0
6829,2929.0,456.0,0.0
6830,2930.0,2072.0,0.0
6831,2930.0,1567.0,0.0
