ID,x,y,z
139,56.0,5709.0,0.0
140,56.0,1927.0,0.0
141,56.0,5186.0,0.0
142,56.0,669.0,0.0
143,57.0,8791.0,0.0
144,57.0,5790.0,0.0
145,58.0,7804.0,0.0
146,58.0,5315.0,0.0
147,59.0,3996.0,0.0
148,60.0,7538.0,0.0
149,60.0,7223.0,0.0
150,61.0,4984.0,0.0
151,61.0,1615.0,0.0
152,61.0,8982.0,0.0
153,61.0,1594.0,0.0
154,61.0,6268.0,0.0
155,62.0,6204.0,0.0
156,62.0,8888.0,0.0
157,63.0,7285.0,0.0
158,64.0,4615.0,0.0
159,64.0,752.0,0.0
160,65.0,8039.0,0.0
161,65.0,7686.0,0.0
162,65.0,5903.0,0.0
163,66.0,7566.0,0.0
164,66.0,1250.0,0.0
165,66.0,6313.0,0.0
166,67.0,7474.0,0.0
167,67.0,4562.0,0.0
168,67.0,6292.0,0.0
169,68.0,5744.0,0.0
170,68.0,5967.0,0.0
171,68.0,6718.0,0.0
172,69.0,6226.0,0.0
173,70.0,7998.0,0.0
174,71.0,7506.0,0.0
175,74.0,6797.0,0.0
176,74.0,5572.0,0.0
177,74.0,7723.0,0.0
178,75.0,1973.0,0.0
179,75.0,6362.0,0.0
180,75.0,5937.0,0.0
181,76.0,6817.0,0.0
182,76.0,3063.0,0.0
183,77.0,5388.0,0.0
184,78.0,7811.0,0.0
185,78.0,5365.0,0.0
186,78.0,6886.0,0.0
187,78.0,5712.0,0.0
188,78.0,8207.0,0.0
189,79.0,2823.0,0.0
190,79.0,4520.0,0.0
191,80.0,1866.0,0.0
192,81.0,6008.0,0.0
193,81.0,697.0,0.0
194,82.0,5325.0,0.0
195,83.0,6941.0,0.0
196,83.0,1123.0,0.0
197,83.0,2763.0,0.0
198,83.0,5838.0,0.0
199,84.0,5063.0,0.0
200,84.0,7760.0,0.0
201,84.0,1454.0,0.0
202,85.0,6548.0,0.0
203,85.0,5501.0,0.0
204,85.0,5656.0,0.0
205,86.0,7149.0,0.0
206,86.0,6143.0,0.0
207,88.0,5460.0,0.0
208,89.0,3417.0,0.0
209,89.0,8132.0,0.0
210,89.0,7396.0,0.0
211,90.0,6221.0,0.0
212,90.0,2520.0,0.0
213,90.0,9587.0,0.0
214,90.0,4546.0,0.0
215,90.0,6729.0,0.0
216,90.0,5175.0,0.0
217,90.0,6251.0,0.0
218,91.0,8193.0,0.0
219,91.0,7737.0,0.0
220,91.0,6962.0,0.0
221,91.0,4267.0,0.0
222,91.0,1532.0,0.0
223,92.0,5227.0,0.0
224,92.0,1207.0,0.0
225,92.0,673.0,0.0
226,93.0,7241.0,0.0
227,94.0,6294.0,0.0
228,94.0,4836.0,0.0
229,94.0,1093.0,0.0
230,95.0,7347.0,0.0
231,95.0,6270.0,0.0
232,96.0,9620.0,0.0
233,97.0,7999.0,0.0
234,97.0,3244.0,0.0
235,97.0,1720.0,0.0
236,98.0,6526.0,0.0
237,98.0,7663.0,0.0
238,98.0,6645.0,0.0
239,98.0,8119.0,0.0
240,99.0,938.0,0.0
241,99.0,7263.0,0.0
242,99.0,6495.0,0.0
243,99.0,5278.0,0.0
244,99.0,5114.0,0.0
245,99.0,4513.0,0.0
246,99.0,7865.0,0.0
247,99.0,5678.0,0.0
248,100.0,4766.0,0.0
249,100.0,3908.0,0.0
250,100.0,4877.0,0.0
251,101.0,5893.0,0.0
252,101.0,6599.0,0.0
253,101.0,5808.0,0.0
254,102.0,9600.0,0.0
255,102.0,7422.0,0.0
256,102.0,7584.0,0.0
257,105.0,9740.0,0.0
258,105.0,6713.0,0.0
259,106.0,7961.0,0.0
260,106.0,6026.0,0.0
261,106.0,1693.0,0.0
262,107.0,3075.0,0.0
263,108.0,7095.0,0.0
264,108.0,8052.0,0.0
265,109.0,7387.0,0.0
266,111.0,4458.0,0.0
267,111.0,7402.0,0.0
268,111.0,4399.0,0.0
269,113.0,2829.0,0.0
270,113.0,6434.0,0.0
271,113.0,1875.0,0.0
272,113.0,5341.0,0.0
273,114.0,9500.0,0.0
274,114.0,6314.0,0.0
275,114.0,6637.0,0.0
276,115.0,6456.0,0.0
277,115.0,2030.0,0.0
278,115.0,3031.0,0.0
279,115.0,9631.0,0.0
280,117.0,7947.0,0.0
281,117.0,5379.0,0.0
282,118.0,4492.0,0.0
283,118.0,9563.0,0.0
284,118.0,3164.0,0.0
285,119.0,7307.0,0.0
286,119.0,9756.0,0.0
287,120.0,6198.0,0.0
288,120.0,6066.0,0.0
289,120.0,6298.0,0.0
290,121.0,3919.0,0.0
291,121.0,7244.0,0.0
292,122.0,2656.0,0.0
293,123.0,6691.0,0.0
294,123.0,6603.0,0.0
295,124.0,2856.0,0.0
296,124.0,2346.0,0.0
297,124.0,6531.0,0.0
298,126.0,7754.0,0.0
299,128.0,5264.0,0.0
300,130.0,6622.0,0.0
301,130.0,5219.0,0.0
302,130.0,5317.0,0.0
303,130.0,4570.0,0.0
304,131.0,6562.0,0.0
305,132.0,995.0,0.0
306,132.0,7677.0,0.0
307,133.0,6945.0,0.0
308,134.0,6878.0,0.0
309,134.0,6386.0,0.0
310,134.0,1408.0,0.0
311,134.0,9557.0,0.0
312,135.0,4368.0,0.0
313,135.0,7003.0,0.0
314,138.0,4515.0,0.0
315,138.0,6647.0,0.0
316,139.0,803.0,0.0
317,139.0,5354.0,0.0
318,139.0,6631.0,0.0
319,141.0,7951.0,0.0
320,141.0,3024.0,0.0
321,142.0,5799.0,0.0
322,142.0,4445.0,0.0
323,142.0,6241.0,0.0
324,145.0,5122.0,0.0
325,145.0,6263.0,0.0
326,145.0,6722.0,0.0
327,146.0,7241.0,0.0
328,148.0,6422.0,0.0
329,149.0,4270.0,0.0
330,149.0,7120.0,0.0
331,150.0,1107.0,0.0
332,150.0,5201.0,0.0
333,151.0,6915.0,0.0
334,151.0,5574.0,0.0
335,151.0,6685.0,0.0
336,152.0,4987.0,0.0
337,152.0,3711.0,0.0
338,152.0,4639.0,0.0
339,152.0,7414.0,0.0
340,153.0,1071.0,0.0
341,154.0,5354.0,0.0
342,154.0,1056.0,0.0
343,156.0,6375.0,0.0
344,156.0,6202.0,0.0
345,157.0,893.0,0.0
346,157.0,552.0,0.0
347,157.0,4595.0,0.0
348,157.0,2565.0,0.0
349,159.0,4372.0,0.0
350,159.0,1441.0,0.0
351,159.0,2314.0,0.0
352,160.0,5268.0,0.0
353,160.0,5343.0,0.0
354,161.0,6259.0,0.0
355,161.0,1992.0,0.0
356,162.0,6753.0,0.0
357,163.0,5519.0,0.0
358,165.0,3628.0,0.0
359,166.0,5801.0,0.0
360,166.0,5073.0,0.0
361,166.0,6658.0,0.0
362,167.0,6408.0,0.0
363,168.0,5563.0,0.0
364,168.0,4412.0,0.0
365,168.0,797.0,0.0
366,168.0,1383.0,0.0
367,170.0,4342.0,0.0
368,170.0,5659.0,0.0
369,171.0,5674.0,0.0
370,172.0,6549.0,0.0
371,172.0,913.0,0.0
372,173.0,5694.0,0.0
373,173.0,4078.0,0.0
374,175.0,5028.0,0.0
375,175.0,1313.0,0.0
376,175.0,6387.0,0.0
377,175.0,760.0,0.0
378,176.0,4511.0,0.0
379,176.0,1064.0,0.0
380,176.0,7419.0,0.0
381,177.0,2476.0,0.0
382,178.0,6488.0,0.0
383,178.0,7108.0,0.0
384,178.0,1599.0,0.0
385,179.0,4915.0,0.0
386,179.0,6311.0,0.0
387,179.0,1336.0,0.0
388,180.0,2243.0,0.0
389,180.0,1704.0,0.0
390,181.0,990.0,0.0
391,182.0,4336.0,0.0
392,182.0,2003.0,0.0
393,182.0,3944.0,0.0
394,182.0,4951.0,0.0
395,183.0,9545.0,0.0
396,183.0,6957.0,0.0
397,184.0,3214.0,0.0
398,184.0,5917.0,0.0
399,185.0,6080.0,0.0
400,185.0,4404.0,0.0
401,185.0,1934.0,0.0
402,187.0,559.0,0.0
403,188.0,6143.0,0.0
404,188.0,5199.0,0.0
405,188.0,6420.0,0.0
406,188.0,4855.0,0.0
407,189.0,5013.0,0.0
408,190.0,902.0,0.0
409,191.0,2076.0,0.0
410,191.0,1967.0,0.0
411,191.0,2424.0,0.0
412,193.0,5549.0,0.0
413,193.0,5087.0,0.0
414,194.0,2773.0,0.0
415,195.0,7606.0,0.0
416,195.0,2340.0,0.0
417,195.0,2107.0,0.0
418,196.0,3051.0,0.0
419,197.0,9521.0,0.0
420,197.0,4032.0,0.0
421,198.0,4579.0,0.0
422,198.0,6462.0,0.0
423,199.0,6651.0,0.0
424,199.0,3316.0,0.0
425,199.0,5305.0,0.0
426,200.0,7080.0,0.0
427,200.0,3206.0,0.0
428,200.0,7494.0,0.0
429,200.0,8000.0,0.0
430,201.0,5894.0,0.0
431,202.0,3252.0,0.0
432,202.0,6486.0,0.0
433,202.0,1485.0,0.0
434,203.0,580.0,0.0
435,203.0,4923.0,0.0
436,204.0,1830.0,0.0
437,204.0,4135.0,0.0
438,205.0,4081.0,0.0
439,206.0,5002.0,0.0
440,206.0,6112.0,0.0
441,206.0,4884.0,0.0
442,207.0,1451.0,0.0
443,207.0,738.0,0.0
444,208.0,707.0,0.0
445,208.0,7556.0,0.0
446,208.0,6754.0,0.0
447,210.0,6130.0,0.0
448,211.0,6233.0,0.0
449,212.0,6729.0,0.0
450,212.0,2593.0,0.0
451,213.0,6782.0,0.0
452,213.0,6141.0,0.0
453,213.0,6154.0,0.0
454,214.0,7010.0,0.0
455,214.0,4836.0,0.0
456,214.0,5953.0,0.0
457,215.0,2362.0,0.0
458,215.0,2718.0,0.0
459,215.0,7395.0,0.0
460,216.0,3548.0,0.0
461,216.0,3217.0,0.0
462,217.0,6496.0,0.0
463,217.0,5080.0,0.0
464,217.0,3859.0,0.0
465,218.0,4338.0,0.0
466,218.0,3720.0,0.0
467,219.0,5614.0,0.0
468,220.0,5775.0,0.0
469,221.0,6412.0,0.0
470,221.0,6008.0,0.0
471,221.0,5143.0,0.0
472,222.0,2647.0,0.0
473,222.0,1080.0,0.0
474,222.0,4381.0,0.0
475,222.0,3651.0,0.0
476,223.0,5915.0,0.0
477,223.0,1420.0,0.0
478,224.0,5163.0,0.0
479,224.0,4794.0,0.0
480,224.0,4364.0,0.0
481,225.0,6097.0,0.0
482,226.0,4532.0,0.0
483,227.0,7549.0,0.0
484,228.0,1493.0,0.0
485,228.0,4917.0,0.0
486,229.0,6183.0,0.0
487,229.0,4033.0,0.0
488,229.0,761.0,0.0
489,230.0,6118.0,0.0
490,231.0,4947.0,0.0
491,231.0,1180.0,0.0
492,231.0,2557.0,0.0
493,231.0,6202.0,0.0
494,231.0,7063.0,0.0
495,231.0,4164.0,0.0
496,234.0,6218.0,0.0
497,234.0,6141.0,0.0
498,235.0,7677.0,0.0
499,236.0,5653.0,0.0
500,238.0,613.0,0.0
501,240.0,6355.0,0.0
502,241.0,2755.0,0.0
503,242.0,6971.0,0.0
504,242.0,3121.0,0.0
505,243.0,4564.0,0.0
506,243.0,7358.0,0.0
507,244.0,2354.0,0.0
508,245.0,6388.0,0.0
509,245.0,7084.0,0.0
510,245.0,4587.0,0.0
511,245.0,3179.0,0.0
512,246.0,5600.0,0.0
513,246.0,2711.0,0.0
514,246.0,6951.0,0.0
515,247.0,4227.0,0.0
516,248.0,1353.0,0.0
517,248.0,6770.0,0.0
518,248.0,6739.0,0.0
519,249.0,6106.0,0.0
520,249.0,2229.0,0.0
521,250.0,7781.0,0.0
522,250.0,1872.0,0.0
523,250.0,8058.0,0.0
524,251.0,7007.0,0.0
525,251.0,6538.0,0.0
526,251.0,4618.0,0.0
527,251.0,1182.0,0.0
528,251.0,5630.0,0.0
529,252.0,4605.0,0.0
530,253.0,2426.0,0.0
531,253.0,4397.0,0.0
532,254.0,1972.0,0.0
533,255.0,7656.0,0.0
534,255.0,3555.0,0.0
535,256.0,3247.0,0.0
536,256.0,2381.0,0.0
537,257.0,1244.0,0.0
538,257.0,4948.0,0.0
539,258.0,5646.0,0.0
540,259.0,2537.0,0.0
541,259.0,3654.0,0.0
542,260.0,3331.0,0.0
543,260.0,4276.0,0.0
544,261.0,7825.0,0.0
545,261.0,7882.0,0.0
546,261.0,3347.0,0.0
547,263.0,1288.0,0.0
548,264.0,7690.0,0.0
549,264.0,6764.0,0.0
550,265.0,2262.0,0.0
551,265.0,3357.0,0.0
552,265.0,4700.0,0.0
553,265.0,5614.0,0.0
554,266.0,6441.0,0.0
555,266.0,6113.0,0.0
556,266.0,3369.0,0.0
557,267.0,2487.0,0.0
558,268.0,1207.0,0.0
559,269.0,7595.0,0.0
560,269.0,4730.0,0.0
561,270.0,6460.0,0.0
562,271.0,4074.0,0.0
563,272.0,9649.0,0.0
564,272.0,7439.0,0.0
565,272.0,1054.0,0.0
566,274.0,6667.0,0.0
567,275.0,1899.0,0.0
568,275.0,1864.0,0.0
569,276.0,3387.0,0.0
570,278.0,6957.0,0.0
571,278.0,4381.0,0.0
572,278.0,3003.0,0.0
573,279.0,9621.0,0.0
574,280.0,7033.0,0.0
575,281.0,6874.0,0.0
576,282.0,764.0,0.0
577,283.0,4165.0,0.0
578,283.0,4946.0,0.0
579,284.0,3363.0,0.0
580,285.0,7414.0,0.0
581,286.0,7594.0,0.0
582,286.0,4121.0,0.0
583,287.0,1344.0,0.0
584,288.0,1841.0,0.0
585,288.0,3466.0,0.0
586,288.0,8115.0,0.0
587,288.0,6437.0,0.0
588,288.0,7575.0,0.0
589,289.0,3676.0,0.0
590,289.0,9546.0,0.0
591,289.0,7125.0,0.0
592,289.0,4259.0,0.0
593,290.0,609.0,0.0
594,290.0,5015.0,0.0
595,290.0,4483.0,0.0
596,291.0,7699.0,0.0
597,291.0,5926.0,0.0
598,292.0,7670.0,0.0
599,292.0,3823.0,0.0
600,292.0,4065.0,0.0
601,293.0,7357.0,0.0
602,295.0,2247.0,0.0
603,296.0,6715.0,0.0
604,297.0,4893.0,0.0
605,297.0,7753.0,0.0
606,297.0,1394.0,0.0
607,298.0,6976.0,0.0
608,300.0,6680.0,0.0
609,300.0,4161.0,0.0
610,301.0,4329.0,0.0
611,301.0,1421.0,0.0
612,303.0,6401.0,0.0
613,304.0,6828.0,0.0
614,304.0,8127.0,0.0
615,304.0,5342.0,0.0
616,305.0,7738.0,0.0
617,306.0,5720.0,0.0
618,306.0,6862.0,0.0
619,306.0,2600.0,0.0
620,307.0,7122.0,0.0
621,307.0,5743.0,0.0
622,307.0,923.0,0.0
623,308.0,2579.0,0.0
624,308.0,6432.0,0.0
625,308.0,5774.0,0.0
626,308.0,1482.0,0.0
627,309.0,3064.0,0.0
628,309.0,1629.0,0.0
629,310.0,3407.0,0.0
630,310.0,2334.0,0.0
631,311.0,1538.0,0.0
632,311.0,7709.0,0.0
633,312.0,5673.0,0.0
634,313.0,5930.0,0.0
635,315.0,7500.0,0.0
636,315.0,5381.0,0.0
637,316.0,8165.0,0.0
638,316.0,6193.0,0.0
639,316.0,7458.0,0.0
640,317.0,7648.0,0.0
641,317.0,6169.0,0.0
642,317.0,6547.0,0.0
643,318.0,5957.0,0.0
644,318.0,1912.0,0.0
645,319.0,5712.0,0.0
646,320.0,2121.0,0.0
647,320.0,6684.0,0.0
648,320.0,5833.0,0.0
649,321.0,1974.0,0.0
650,322.0,1562.0,0.0
651,324.0,811.0,0.0
652,324.0,5870.0,0.0
653,326.0,3127.0,0.0
654,326.0,5796.0,0.0
655,326.0,3104.0,0.0
656,327.0,4447.0,0.0
657,327.0,7149.0,0.0
658,327.0,6863.0,0.0
659,327.0,3874.0,0.0
660,327.0,8213.0,0.0
661,328.0,4192.0,0.0
662,328.0,7351.0,0.0
663,328.0,7434.0,0.0
664,329.0,6283.0,0.0
665,329.0,6905.0,0.0
666,329.0,1040.0,0.0
667,329.0,7684.0,0.0
668,330.0,1665.0,0.0
669,331.0,1543.0,0.0
670,332.0,2095.0,0.0
671,332.0,2495.0,0.0
672,332.0,3895.0,0.0
673,332.0,4118.0,0.0
674,332.0,1087.0,0.0
675,333.0,497.0,0.0
676,333.0,1288.0,0.0
677,334.0,2643.0,0.0
678,334.0,1956.0,0.0
679,334.0,7662.0,0.0
680,334.0,5688.0,0.0
681,334.0,867.0,0.0
682,334.0,5040.0,0.0
683,334.0,7308.0,0.0
684,335.0,5063.0,0.0
685,335.0,5654.0,0.0
686,337.0,6005.0,0.0
687,337.0,1627.0,0.0
688,337.0,7089.0,0.0
689,337.0,7584.0,0.0
690,338.0,3408.0,0.0
691,338.0,5152.0,0.0
692,339.0,3079.0,0.0
693,339.0,8198.0,0.0
694,341.0,3147.0,0.0
695,343.0,6422.0,0.0
696,343.0,7131.0,0.0
697,344.0,1707.0,0.0
698,344.0,6317.0,0.0
699,345.0,615.0,0.0
700,345.0,7416.0,0.0
701,345.0,6241.0,0.0
702,345.0,6714.0,0.0
703,346.0,1473.0,0.0
704,347.0,6345.0,0.0
705,347.0,6738.0,0.0
706,347.0,6166.0,0.0
707,348.0,7702.0,0.0
708,348.0,1541.0,0.0
709,348.0,529.0,0.0
710,349.0,1388.0,0.0
711,349.0,6838.0,0.0
712,349.0,5723.0,0.0
713,350.0,2467.0,0.0
714,351.0,1980.0,0.0
715,352.0,1104.0,0.0
716,353.0,3910.0,0.0
717,354.0,2529.0,0.0
718,354.0,1364.0,0.0
719,354.0,3875.0,0.0
720,354.0,6201.0,0.0
721,354.0,5085.0,0.0
722,354.0,4159.0,0.0
723,355.0,6287.0,0.0
724,355.0,970.0,0.0
725,355.0,903.0,0.0
726,355.0,1214.0,0.0
727,355.0,3396.0,0.0
728,357.0,3639.0,0.0
729,357.0,7518.0,0.0
730,358.0,4315.0,0.0
731,359.0,4215.0,0.0
732,359.0,6914.0,0.0
733,360.0,2404.0,0.0
734,361.0,5039.0,0.0
735,361.0,6223.0,0.0
736,361.0,814.0,0.0
737,362.0,4812.0,0.0
738,363.0,5165.0,0.0
739,363.0,1855.0,0.0
740,364.0,8234.0,0.0
741,364.0,1974.0,0.0
742,365.0,1740.0,0.0
743,365.0,2002.0,0.0
744,366.0,3308.0,0.0
745,366.0,6440.0,0.0
746,367.0,7277.0,0.0
747,367.0,6181.0,0.0
748,368.0,7725.0,0.0
749,370.0,3140.0,0.0
750,370.0,916.0,0.0
751,371.0,1275.0,0.0
752,372.0,5682.0,0.0
753,372.0,3330.0,0.0
754,372.0,1938.0,0.0
755,373.0,7637.0,0.0
756,375.0,935.0,0.0
757,375.0,3220.0,0.0
758,375.0,4250.0,0.0
759,375.0,1822.0,0.0
760,377.0,2503.0,0.0
761,378.0,7255.0,0.0
762,378.0,1451.0,0.0
763,378.0,7545.0,0.0
764,379.0,3115.0,0.0
765,379.0,6321.0,0.0
766,380.0,5220.0,0.0
767,380.0,4283.0,0.0
768,381.0,6857.0,0.0
769,382.0,6472.0,0.0
770,382.0,2598.0,0.0
771,382.0,519.0,0.0
772,383.0,8188.0,0.0
773,383.0,3498.0,0.0
774,384.0,6885.0,0.0
775,384.0,6180.0,0.0
776,385.0,8224.0,0.0
777,385.0,4745.0,0.0
778,385.0,1856.0,0.0
779,385.0,5913.0,0.0
780,386.0,3986.0,0.0
781,386.0,6822.0,0.0
782,386.0,3895.0,0.0
783,387.0,3238.0,0.0
784,388.0,1418.0,0.0
785,390.0,813.0,0.0
786,391.0,9509.0,0.0
787,392.0,2821.0,0.0
788,393.0,6400.0,0.0
789,393.0,7644.0,0.0
790,393.0,5343.0,0.0
791,393.0,5159.0,0.0
792,394.0,6382.0,0.0
793,394.0,6165.0,0.0
794,395.0,5950.0,0.0
795,395.0,3256.0,0.0
796,396.0,4015.0,0.0
797,397.0,2165.0,0.0
798,398.0,4044.0,0.0
799,399.0,2056.0,0.0
800,400.0,3925.0,0.0
801,400.0,4250.0,0.0
802,400.0,8182.0,0.0
803,402.0,1874.0,0.0
804,402.0,2781.0,0.0
805,403.0,4316.0,0.0
806,404.0,839.0,0.0
807,404.0,4607.0,0.0
808,404.0,482.0,0.0
809,404.0,5640.0,0.0
810,406.0,2745.0,0.0
811,407.0,460.0,0.0
812,407.0,6943.0,0.0
813,407.0,5619.0,0.0
814,408.0,2120.0,0.0
815,408.0,6924.0,0.0
816,408.0,3943.0,0.0
817,409.0,3969.0,0.0
818,409.0,5816.0,0.0
819,409.0,6872.0,0.0
820,409.0,6847.0,0.0
821,410.0,6838.0,0.0
822,410.0,4826.0,0.0
823,412.0,5593.0,0.0
824,412.0,2572.0,0.0
825,412.0,8207.0,0.0
826,413.0,501.0,0.0
827,413.0,6317.0,0.0
828,413.0,5678.0,0.0
829,413.0,4431.0,0.0
830,413.0,6350.0,0.0
831,413.0,2728.0,0.0
832,415.0,9496.0,0.0
833,415.0,6217.0,0.0
834,416.0,3085.0,0.0
835,416.0,3356.0,0.0
836,417.0,7095.0,0.0
837,417.0,891.0,0.0
838,418.0,7552.0,0.0
839,418.0,2611.0,0.0
840,419.0,4724.0,0.0
841,421.0,7767.0,0.0
842,422.0,1740.0,0.0
843,423.0,1575.0,0.0
844,424.0,7321.0,0.0
845,424.0,7355.0,0.0
846,426.0,4745.0,0.0
847,426.0,1101.0,0.0
848,427.0,1041.0,0.0
849,428.0,5018.0,0.0
850,428.0,4591.0,0.0
851,428.0,5413.0,0.0
852,429.0,1933.0,0.0
853,429.0,6463.0,0.0
854,429.0,7162.0,0.0
855,429.0,8164.0,0.0
856,430.0,3740.0,0.0
857,430.0,2810.0,0.0
858,430.0,1903.0,0.0
859,430.0,4615.0,0.0
860,431.0,6837.0,0.0
861,432.0,686.0,0.0
862,432.0,5401.0,0.0
863,432.0,1168.0,0.0
864,432.0,6499.0,0.0
865,433.0,5508.0,0.0
866,433.0,969.0,0.0
867,433.0,3877.0,0.0
868,433.0,4572.0,0.0
869,433.0,3782.0,0.0
870,433.0,5282.0,0.0
871,434.0,2564.0,0.0
872,434.0,789.0,0.0
873,434.0,6849.0,0.0
874,435.0,6867.0,0.0
875,436.0,6057.0,0.0
876,436.0,5312.0,0.0
877,436.0,5422.0,0.0
878,436.0,4703.0,0.0
879,437.0,902.0,0.0
880,438.0,9524.0,0.0
881,438.0,4843.0,0.0
882,440.0,3656.0,0.0
883,440.0,1965.0,0.0
884,440.0,4820.0,0.0
885,440.0,5645.0,0.0
886,441.0,6578.0,0.0
887,441.0,2036.0,0.0
888,441.0,6345.0,0.0
889,441.0,5771.0,0.0
890,441.0,1920.0,0.0
891,441.0,2774.0,0.0
892,442.0,4240.0,0.0
893,442.0,6984.0,0.0
894,442.0,2095.0,0.0
895,443.0,6586.0,0.0
896,443.0,937.0,0.0
897,443.0,1007.0,0.0
898,444.0,1529.0,0.0
899,444.0,2605.0,0.0
900,444.0,9486.0,0.0
901,445.0,7247.0,0.0
902,446.0,6598.0,0.0
903,447.0,6386.0,0.0
904,448.0,8115.0,0.0
905,449.0,2174.0,0.0
906,449.0,3570.0,0.0
907,449.0,4797.0,0.0
908,449.0,4278.0,0.0
909,449.0,8250.0,0.0
910,450.0,5887.0,0.0
911,450.0,733.0,0.0
912,451.0,7478.0,0.0
913,451.0,824.0,0.0
914,451.0,1861.0,0.0
915,451.0,698.0,0.0
916,451.0,5287.0,0.0
917,452.0,6546.0,0.0
918,453.0,918.0,0.0
919,454.0,4682.0,0.0
920,454.0,4649.0,0.0
921,454.0,4610.0,0.0
922,455.0,2859.0,0.0
923,455.0,1948.0,0.0
924,455.0,6892.0,0.0
925,456.0,1391.0,0.0
926,456.0,9590.0,0.0
927,456.0,5246.0,0.0
928,458.0,6812.0,0.0
929,458.0,3224.0,0.0
930,458.0,1504.0,0.0
931,458.0,2737.0,0.0
932,458.0,6507.0,0.0
933,459.0,635.0,0.0
934,459.0,3192.0,0.0
935,459.0,3548.0,0.0
